path	manifest_entry_id	checked_fields	status	action	body_chars_manifest	body_chars_actual	word_count_manifest	word_count_actual	risk	notes
arch/Home/Linux Setup Guide for Altibase__22643022.md	22643022	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	51643	51643	7353	7353	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/MSSQL to ALTIBASE Conversion Guide__22643024.md	22643024	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	31630	31630	5039	5039	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/MyBatis Integration Guide for Altibase/1. MyBatis Overview__14058351.md	14058351	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3269	3269	391	391	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/MyBatis Integration Guide for Altibase/2. Differences Between MyBatis, and iBatis__14058354.md	14058354	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2176	2176	220	220	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/MyBatis Integration Guide for Altibase/3. Sample Preparation using MyBatis__14058356.md	14058356	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	7869	7869	802	802	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/MyBatis Integration Guide for Altibase/4. Altibase Integration__22643026.md	22643026	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	17627	17627	2100	2100	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/MyBatis Integration Guide for Altibase/5. MyBatis, Spring, Altibase Integration__22643028.md	22643028	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5765	5765	619	619	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/MyBatis Integration Guide for Altibase/6. Transaction Management__22643030.md	22643030	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4143	4143	412	412	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/MyBatis Integration Guide for Altibase/7. Considerations for MyBatis Integration__22643032.md	22643032	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5695	5695	630	630	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/MyBatis Integration Guide for Altibase/8. Appendix 1 (MyBatis-Altibase Integration)__22643034.md	22643034	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	14418	14418	1413	1413	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/MyBatis Integration Guide for Altibase/9. Appendix 2(Spring-MyBatis-Altibase Integration)__22643036.md	22643036	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	22013	22013	2070	2070	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/MyBatis Integration Guide for Altibase__14058349.md	14058349	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1880	1880	208	208	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/ORACLE to ALTIBASE Conversion Guide__22643038.md	22643038	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	64011	64011	10053	10053	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/PHP Integration Guide for Altibase/1. ALTIBASE HDB PHP Module Reference__14647310.md	14647310	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	747	747	81	81	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/PHP Integration Guide for Altibase/2. ODBC Manger Installation for PHP Integration__14647312.md	14647312	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2839	2839	332	332	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/PHP Integration Guide for Altibase/3. PHP Functions for ODBC Connection__14647314.md	14647314	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1853	1853	236	236	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/PHP Integration Guide for Altibase__14647305.md	14647305	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	846	846	83	83	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Responding to Failures Guide for Altibase/1. Classification by type of failure__15138822.md	15138822	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4346	4346	625	625	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Responding to Failures Guide for Altibase/2. Procedure by type of failure__15138835.md	15138835	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	17472	17472	2527	2527	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Responding to Failures Guide for Altibase/3. References__15138869.md	15138869	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5356	5356	749	749	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Responding to Failures Guide for Altibase__15138818.md	15138818	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1471	1471	180	180	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/SQuirrel SQL Client Quick Guide for Altibase/1. SQuirrel SQL Client Installation__14647626.md	14647626	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1424	1424	121	121	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/SQuirrel SQL Client Quick Guide for Altibase/2. Altibase JDBC Driver Registeration__14647628.md	14647628	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1759	1759	174	174	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/SQuirrel SQL Client Quick Guide for Altibase/3. Integration with Altibase__14647630.md	14647630	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2614	2614	253	253	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/SQuirrel SQL Client Quick Guide for Altibase__14647622.md	14647622	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1584	1584	192	192	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Solaris Setup Guide for Altibase/1. Kernel Parameters__22643040.md	22643040	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	6966	6966	1088	1088	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Solaris Setup Guide for Altibase/2. User Settings__14058294.md	14058294	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5090	5090	786	786	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Solaris Setup Guide for Altibase/3. Summary__14058296.md	14058296	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2452	2452	370	370	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Solaris Setup Guide for Altibase__14058290.md	14058290	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1049	1049	122	122	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Spring Integration Guide for Altibase/1. What is Spring__14058412.md	14058412	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1961	1961	273	273	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
